t,S,L,I,R,D,incI,incR,incFC,incFI,incC,incDC,incD,incDD,incSDB,incTC,incETU,incH,incCT,incCC,cumT,cumTP,cumV,capV,cumVG,capVG,nBeds,Extinct,Detected,rmsRad,maxRad
178,797752.000000,9,20,101,105,0,0,0,0,1,4,0,0,0,0,0,0,71,3,0,0,0,3000,0,6000,48,0,1,0.326733,0.511516
179,797752.000000,9,20,101,105,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326733,0.511516
180,797752.000000,8,19,102,106,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326733,0.511516
181,797751.000000,9,18,103,106,1,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326841,0.511516
182,797751.000000,9,15,103,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326841,0.511516
183,797751.000000,9,15,103,109,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326841,0.511516
184,797750.000000,7,15,104,111,1,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,3000,0,6000,48,0,1,0.326937,0.511516
185,797750.000000,7,15,104,111,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326937,0.511516
186,797750.000000,7,14,104,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.326937,0.511516
187,797747.000000,10,12,106,112,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327225,0.511516
188,797745.000000,11,13,106,112,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327415,0.511516
189,797745.000000,10,13,106,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327415,0.511516
190,797743.000000,12,13,106,113,2,0,0,0,1,1,1,1,1,0,1,0,3,1,0,0,0,3000,0,6000,48,0,1,0.327599,0.511516
191,797741.000000,12,14,106,114,2,0,0,0,2,1,1,0,0,0,0,0,42,1,0,0,0,3000,0,6000,48,0,1,0.32779,0.511516
192,797740.000000,12,15,106,114,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327878,0.511516
193,797740.000000,11,16,106,114,0,0,0,0,1,1,0,0,0,0,1,0,7,1,0,0,0,3000,0,6000,48,0,1,0.327878,0.511516
194,797740.000000,10,16,107,114,0,1,0,0,1,2,1,0,0,0,1,0,14,1,0,0,0,3000,0,6000,48,0,1,0.327878,0.511516
195,797739.000000,10,16,107,115,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327968,0.511516
196,797739.000000,7,18,107,116,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327968,0.511516
197,797739.000000,5,19,108,116,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327968,0.511516
198,797739.000000,5,16,110,117,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.327968,0.511516
199,797737.000000,7,15,111,117,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
200,797737.000000,6,16,111,117,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
201,797737.000000,4,17,111,118,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
202,797737.000000,4,17,111,118,0,0,0,0,0,3,1,1,0,0,2,0,140,1,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
203,797737.000000,4,15,112,119,0,1,0,0,0,2,1,0,0,0,0,0,34,1,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
204,797737.000000,4,14,113,119,0,1,0,0,0,1,1,1,1,0,0,0,55,1,0,0,0,3000,0,6000,48,0,1,0.328149,0.511516
205,797736.000000,4,14,113,120,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
206,797736.000000,4,14,113,120,0,0,0,0,0,1,2,2,2,0,2,0,13,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
207,797736.000000,4,12,113,122,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
208,797736.000000,3,12,114,122,0,1,0,0,1,1,1,1,1,0,0,0,16,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
209,797736.000000,3,9,116,123,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
210,797736.000000,2,9,116,124,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
211,797736.000000,2,9,116,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
212,797736.000000,1,10,116,124,0,0,0,0,1,1,0,0,0,0,0,0,11,1,0,0,0,3000,0,6000,48,0,1,0.328234,0.511516
213,797735.000000,2,10,116,124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
214,797735.000000,2,9,117,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
215,797735.000000,2,9,117,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
216,797735.000000,2,9,117,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
217,797735.000000,0,11,117,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
218,797735.000000,0,11,117,124,0,0,0,0,2,2,0,0,0,0,1,0,18,2,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
219,797735.000000,0,9,119,124,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
220,797735.000000,0,8,119,125,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
221,797735.000000,0,6,120,126,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328318,0.511516
222,797734.000000,1,6,120,126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328403,0.511516
223,797734.000000,1,6,120,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328403,0.511516
224,797734.000000,1,5,121,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328403,0.511516
225,797733.000000,1,6,121,126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328487,0.511516
226,797730.000000,4,6,121,126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.328734,0.511516
227,797728.000000,5,7,121,126,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.32889,0.511516
228,797726.000000,7,6,121,127,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329048,0.511516
229,797726.000000,7,6,121,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329048,0.511516
230,797722.000000,11,6,121,127,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329353,0.511516
231,797721.000000,11,6,122,127,1,1,0,0,0,1,0,0,0,0,0,0,38,0,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
232,797721.000000,9,7,123,127,0,1,0,0,2,2,0,0,0,0,2,0,10,2,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
233,797721.000000,8,8,123,127,0,0,0,0,2,2,0,0,0,0,2,0,48,2,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
234,797721.000000,7,8,124,127,0,1,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
235,797721.000000,7,8,124,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
236,797721.000000,6,9,124,127,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3000,0,6000,48,0,1,0.329428,0.511516
237,797719.000000,8,9,124,127,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329578,0.511516
238,797719.000000,6,11,124,127,0,0,0,0,1,1,0,0,0,0,0,0,15,1,0,0,0,3000,0,6000,48,0,1,0.329578,0.511516
239,797719.000000,5,12,124,127,0,0,0,0,1,1,0,0,0,0,3,0,13,1,0,0,0,3000,0,6000,48,0,1,0.329578,0.511516
240,797719.000000,5,12,124,127,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,3000,0,6000,48,0,1,0.329578,0.511516
241,797719.000000,3,14,124,127,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,3000,0,6000,48,0,1,0.329578,0.511516
242,797718.000000,4,13,125,127,1,1,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,3000,0,6000,48,0,1,0.32965,0.511516
243,797718.000000,4,12,126,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.32965,0.511516
244,797718.000000,3,12,127,127,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3000,0,6000,48,0,1,0.32965,0.511516
245,797717.000000,4,12,127,127,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
246,797717.000000,4,12,127,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
247,797717.000000,4,12,127,127,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
248,797717.000000,4,10,128,128,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
249,797717.000000,3,8,131,128,0,3,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
250,797717.000000,2,9,131,128,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
251,797717.000000,2,9,131,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
252,797717.000000,2,9,131,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
253,797717.000000,1,10,131,128,0,0,0,0,1,1,0,0,0,0,0,0,27,1,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
254,797717.000000,1,10,131,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
255,797717.000000,0,11,131,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
256,797717.000000,0,11,131,128,0,0,0,0,1,1,1,1,1,0,1,0,10,1,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
257,797717.000000,0,10,131,129,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
258,797717.000000,0,9,131,130,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
259,797717.000000,0,8,131,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
260,797717.000000,0,7,132,131,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
261,797717.000000,0,6,132,132,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
262,797717.000000,0,4,133,133,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
263,797717.000000,0,4,133,133,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
264,797717.000000,0,3,133,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
265,797717.000000,0,3,133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
266,797717.000000,0,3,133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
267,797717.000000,0,3,133,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
268,797717.000000,0,2,134,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
269,797717.000000,0,1,135,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
270,797717.000000,0,1,135,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
271,797717.000000,0,1,135,134,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3000,0,6000,48,0,1,0.329724,0.511516
272,797717.000000,0,0,135,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
273,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
274,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
275,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
276,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
277,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
278,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
279,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
280,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
281,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
282,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
283,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
284,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
285,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
286,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
287,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
288,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
289,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
290,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
291,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
292,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
293,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
294,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
295,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
296,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
297,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
298,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
299,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
300,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
301,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
302,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
303,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
304,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
305,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
306,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
307,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
308,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
309,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
310,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
311,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
312,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
313,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
314,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
315,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,6000,48,1,1,0.329724,0.511516
316,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
317,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
318,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
319,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
320,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
321,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
322,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
323,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
324,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
325,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
326,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
327,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
328,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
329,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
330,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
331,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
332,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
333,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
334,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
335,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
336,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
337,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
338,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
339,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
340,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
341,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
342,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
343,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
344,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
345,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
346,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
347,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
348,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
349,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
350,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
351,797717.000000,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0.329724,0.511516
